Speaker,Start Timestamp,End Timestamp,Transcript
Speaker 2,50:52:00,51:24:00,"Yeah, yeah. Great, because one of the guys on the concerts committee was a jazz musician, played in campus bands, and afterwards he's like, that's the greatest rock and roll show I've ever seen. So it was a mess, but it was also very memorable. And the band gave me the guitar they smashed. So we have the guitar Andy Poland, who I mentioned before, has the neck, which last time I saw him he offered to me, but I said it's kind of cool that the two of us have pieces of the guitar."
Speaker 1,51:25:00,51:27:00,"Yeah, that's super cool."
Speaker 2,51:27:00,51:30:00,And sorry for the nostalgia trip here.
Speaker 1,51:30:00,51:41:00,"No, no, this is great stuff. I'm so excited about this. If you would be interested in maybe like sending a photo of the guitar, I think that could be a really cool thing too for us to have."
Speaker 2,51:42:00,52:09:00,"But yeah, it's been in a couple books now. A guitar collecting book. And then a friend wrote a chapter on smashing guitars in the picture. I guess it's also it's also in an oral history of The Replacements, too. So but we have pictures, yeah, so I can send that. That would be sadly, there's no soundboard recording the show, which I would love to be able to hear that."
Speaker 1,52:10:00,52:13:00,"Yeah, it would be crazy to hear."
Speaker 2,52:13:00,52:25:00,"Other shows shows that Frank did, he recorded them and some of them have leaked out over the years. So you can, and Hayden has been good in tracking down some of these shows that have shown up on YouTube and things like that."
Speaker 1,52:26:00,52:32:00,"Yeah, he has a very cool archive of the shows that are somewhat legally ambiguous."
Speaker 2,52:32:00,52:57:00,"I don't think. But there was the I mean, where there were contracts, I mean, I wrote some of the contracts, which is another thing that in this day and age, the college would never allow to happen, but I would just write some simple agreement, you know. And yeah, broadcast rights and and think recording rights, anything even vaguely thought of."
Speaker 1,52:58:00,53:03:00,That's so interesting. What would you put in the contracts that you wrote? Do you remember?
Speaker 2,53:03:00,54:12:00,"I mean, it was basic terms. They might have had some, you know, set length, you know, because coming to the college frequently we didn't have an opening band, so bands were playing longer than their standard club shows typically. Um, one band that came, maybe my sophomore year, the Del Fuegos, people made fun of them because they came and they had such a short set that they ended up repeating most of their set. And people kind of, they kind of got, I mean, the two Zane brothers in the band have gone on to do interesting stuff then, writing and also. Dan Zanes did children's music. Maybe when you were a kid you might even have heard his stuff. It was popular kids' music. But at the time people kind of scorned them because it wasn't very punk rock to repeat their set, or maybe it was. So it's just simple terms of when and how long they're playing and everything. We ran into problems with one band that we had play outside of Darby, Soul Asylum. I don't know if you've heard about this show."
Speaker 1,54:12:00,54:17:00,"I read about it in the S&B, I think, but I would love to hear it in your words."
Speaker 2,54:18:00,57:22:00,"So Soul Asylum came down from Minneapolis, and they were there's a long story there with their kind of history. At the time, they were a very highly thought of, they got called in American Music Press, some people said, even the best live band in America at that time. But they came and during their sound check outside of Darby, the police, Grinnell police, showed up during the sound check saying that they had. Received nor noise complaints from a farmer that was like four miles north of town. Um, and asked them to turn it down, but then Soul Asylum and their sound guy said, Well, actually, contractual language, we have a clause that says literally, Soul Asylum reserves the right to be loud, which they took it to mean that we could not tell them what level to play at. They could define their sound. So anyway, the police came out, gave us a warning. Show started started out with the volume somewhat attenuated but still loud. And then after maybe forty minutes, forty-five minutes, the police came out, and felt like every squad car in Grinnell came. It was multiple squad cars in the Darby parking lot. And I, I, I kind of feel like they if they got the complaint during the sound check, they probably got complaints again immediately when they started playing again, so maybe they held off and let us. So, so I, I mean, I think the show couldn't have been more than fifty minutes long before the police shut it down. And that day, because I've been talking a lot and excess my voice, and so the police were people were pissed off and yelling things and maybe throwing some beer cans and stuff. And I asked a fellow student to go up, and kind of, you know, but I asked the wrong student to get up there because it was a student who was kind of a rabble-rouser, and he got up there. And my memory of what he said was basically: if they don't want us making noise on campus, let's go into town and wreck the place. Which then got the police very mad at him. I think the police already knew him a bit. He worked at the funeral home in town and probably had a bit of a reputation already. So, but that was exciting because Grinnell students getting agitated enough to have a near riot is is kind of an exceptional circumstance. So that was pretty exciting, and it was a great show and it was short, but I think memorable and people had a great time, although one friend who lives in New York City here, so I see her. And she hosted two of the band members stayed on the floor in her, her apartment at the brand apartments, and she somehow got lice from them. I will say that she was it was it's not a sexual thing. She did not sleep with the band members, just for her, but somehow got and so. She was mad at me and said that somehow she got lice from this, which if you have you ever seen Soul Asylum or do you know them at all?"
Speaker 1,57:23:00,57:26:00,"I have not, but I think we will look into them after this."
Speaker 2,57:27:00,58:45:00,"Very much unwashed. The singer Dave Perner had blonde dreadlocks. And after this, he dated Winona Ryder for a few years after this. But they were kind of grubby. It was a very boys, boys band. So that life maybe isn't totally surprising. So they did that. Then at the end of the year, we had money left over in the concert's budget. So and since they a short show, I booked them a second time and brought them down, and then they played inside Derby this time on the other show. Which had a whole other other range of issues, but not with the band this time. But we don't need to get into all that happened there. With this was kind of when the alcohol policy was changing and everything. And so there were issues there because when I got to Grinnell, you would go to concerts and there would just be keg beer out and, no concern really about IDs or anything, and that very much changed by the time I graduated. Anyway, so they came back, and then people enjoyed them so much that they actually ended up coming back at least two more times. A student, Jamie, was younger, really liked them, and had used personal money to bring them back to campus at least two more times after that."
Speaker 1,58:46:00,58:47:00,Wow.
Speaker 2,58:47:00,58:48:00,"Yeah, anyway."
Speaker 1,58:49:00,58:54:00,"Circling back to their first concert, that was when you were concert chair, is that right?"
Speaker 2,58:54:00,58:56:00,"Yeah, yeah, fall of 87."
Speaker 1,58:57:00,59:09:00,"Do you remember what the reaction, like what you kind of dealt with after that concert just went? It had all these interactions with the place. Do you remember what?"
Speaker 2,59:10:00,1:00:06,"You know, I again, I mean, I mean, it's kind of amazing how hands off the administration was because like it wasn't like I didn't I mean, we had a, the Dean of Student Affairs was a very controlling power person, which gets into the Georgia Dentel territory. But no, I don't recall any repercussions from the campus. And I brought them back in the spring and didn't clear it with anybody. That was a show that I just, called them directly and said, Hey, you want to come back? Paid them more for the second time because in the meantime their star had risen a little bit and everything, but no, I mean, it yeah, it's kind of amazing that the police come to campus and Council Chair doesn't have get called on the carpet by anybody. And it was it was very laissez-faire, which is great."
Speaker 1,1:00:07,1:00:16,"Yeah, that sounds incredible. But you did have some sort of guidance with Georgia and her knowledge of, as you said, with The Replacements."
Speaker 2,1:00:21,1:01:46,"I mean again, she in our conversations, my memory, she expressed reluctance, but I was you know, I wanted them back and asked her to look into it despite her reluctance based on. And just in hindsight, I'm sure she just probably did not pursue it very avidly. So, but I think that's Georgia and not I don't think the administration, I don't think Georgia was talking to the Dean of Student Affairs and saying, oh, they want to bring back that band that got in all the trouble that time before. I mean, we had very strange notions of like, I remember being a freshman in this English funk band, Prince Charles and the City Beat Band, playing. And we're standing around with them and they're smoking pot. And there was a car accident on sixth. So right there, like so like 150 feet away from we're reassuring them, ""Oh, don't worry, the police can't come on campus""  So they're just which you know, I'm not sure how apocryphal that was, whether that was just a student understanding or whether there was really an agreement between the college that the college would police what happened on the campus and only invite the town police in as absolutely needed. But that was our understanding, and we're like, hey, go ahead and smoke here. They're not going to, fortunately, the police did not arrest them."
Speaker 1,1:01:48,1:02:17,"That's very interesting. I feel like those same kind of mythologies, or I guess maybe not mythologies, about the police department, kind of still exist on campus today, which are interesting to hear. And then diving more into kind of Georgia's role with concerts. Do you think you could, so you talked with her on the phone a lot. Do you think you could kind of characterize those conversations for me? What was it like talking with her?"
Speaker 2,1:02:18,1:05:00,"Like I said, I mean, it was a mixture of her definitely asking questions because she was in her house and never came to campus while I was there. I mean, I've heard stories about her visiting campus after. I mean, when she first had the job, she did come on campus. I was just looking. I just. Bought a 1965 Grinnell yearbook because I collect Grinnell yearbooks, and it was really exciting. I got a '64 and '65, which was excited because the 1966 yearbook are you familiar with? So in 1966, Grinnell's yearbook, Henry Wilhelm, was the yearbook editor and did this just amazing yearbook. Just the photography is fabulous. But it had a lot of editorial content about sex and drugs and things on campus life. Because that was back when women lived on South Campus, men lived on North Campus. So there were photos showing how people would sneak into the dorms after hours. Pictures of people smoking pot where you couldn't see the people, but you could see them sitting in a circle. Editorializing '65 was the last year that Grinnell had cheerleaders. So it was a real transitional time for the college. So the college, because of its editorial content, decided not to publish the yearbook in 1966. So then, but then, when I was at Grinnell, they published it twenty years later. The college published it, made a big deal of it. And it's you sh- you really have to look at it because it's, the campus has changed a lot, but it's still the same Grinnell in a lot of ways. And in '86, especially, because we still had the four on the same chairs and everything. Anyway, and so Henry Williehelm lives in Grinnell and he became kind of the go-to expert in the US or not just the US on photographic materials. It's like testing print paper for its durability and exposure to light and everything. So I had a big career after that, but it's just a beautiful yearbook. So to get anyway. Long digression here, but to get the '64 and '65 year books to kind of see that free in post. I don't know if you've heard this story. So Jefferson Airplane, if you're familiar, you're from California, right? So maybe you know Bay Area, right? Okay. So Jefferson Airplane were one of the big San Francisco groups in the mid sixties. And Grace Slick was their vocalist before."
Speaker 1,1:05:00,1:05:05,She actually went to my high school. She's like the coolest one for my high school.
Speaker 2,1:05:05,1:05:57,"So before she was in the Jefferson Airplanes, she wasn't on their first record. She was in a band called The Great Society with her brother. And there's a compilation album of the Great Society where there's liner notes, and in the liner notes they talk about, I guess this isn't a digression because it's one of these famous Georgia shows where I first I believe the first time the Jefferson airplane played outside of California was at Grinnell, is my understanding at least. And in the liner notes for that Great Society album, they talk about coming two years in a row to Grinnell. So, if you've seen this or read this then, or I think I've heard this quote. Yeah. So, the first time they come, and everybody's in khakis and madras. And then the next year, everybody's doing acid and rolling in the mud, basically."
Speaker 1,1:05:58,1:05:59,Yes. Yeah.
Speaker 2,1:06:00,1:06:01,So yeah. Yeah.
Speaker 1,1:06:02,1:06:05,So it sounds like a very transformative era.
Speaker 2,1:06:06,1:06:13,"And so Georgia, again, I assume that's something that I assume she gets credit for that Jefferson Airplane show."
Speaker 1,1:06:13,1:06:15,"Yes, yeah, definitely."
Speaker 2,1:06:15,1:06:32,"Oh, and the reason I mention it is because in the 65-year book, there are photos of Georgia. If you I don't know if, if you've got those, or if that's part of the archive you're building, both like an official portrait and then also a group photo with other people involved in the campus arts."
Speaker 1,1:06:33,1:06:42,"I think we have those too, but I will double-check that because that sounds like a really cool primary source."
Speaker 2,1:06:44,1:07:26,"So I mean, so Georgia, I mean, sh she I think she was a lonely person. So I think there was, you know, these conversations, they were long conversations and she would talk about things going on. And I don't, some of it I don't even want to talk about just because it was like personal stuff that I don't think is, you know. But she was very interested in campus life and asking questions about what's going on. She would have a student assistant that would work with her, and I think in part was just her eyes and ears just helping her understand what's going on and everything. Yeah, I never so I never met her. I did bike by her house just to kind of see where she lived and everything."
Speaker 1,1:07:28,1:07:38,But she was very interested in kind of hearing from you and other presumably other students she worked with about campus culture and student interest. Do you think that's accurate?
Speaker 2,1:07:39,1:09:18,"Yeah. And did she did it seem like she had any personal interest in either film or music that she was bringing or trying to bring into I mean, she had knowledge of artists that had played on the campus before, and then also kind of I mean, just like she talked to us, I'm sure she talked to these agents and kind of, engaged in more than just the business of whatever was being booked, you know, like hearing what's good. So she passed along what she heard about people, or so-and-so is like, like I said, The Replacements built in for Jonathan Richmond. And then I wanted Jonathan Richmond because I love Jonathan Richmond. Leave he's actually been offered for next fall or something, I think. Someone contacted Leave about him coming, which I don't know at this point whether students need him. But he he does have a history. He's played the college several times and he is still an amazing performer. Anyway, I talked to George about it and she was like, Oh, he's just touring with Tommy Larkin as drummer now. I don't think it's as good a show as you know it once was. So she had kind of some sensibility of it, but of course it was all hearsay from that she talked to or passed Grinnell concerts that she she had booked with him. So he was several at Grinnell several times, but not during the four years I was there. So, and I don't know if he came he probably came after me because Councillor's program continued to be strong despite losing Georgia."
Speaker 1,1:09:17,1:09:54,"Yeah. And so, yeah, getting to that kind of aspect of your time on the concerts committee and as concerts chair. There are a lot of S&B articles on the archive about kind of this. Disagreement between Jim Tederman and, or I guess maybe not disagreement, but Jim Tederman was a very vocal opponent of Georgia's position. Did you ever interact with him, or what was your impression? Of his opinions regarding concerts in Georgia."
Speaker 2,1:09:54,1:10:05,"I don't, I don't, it's not someone I have a lot of positive to say about. I mean, is this all? I mean, can I go off the record and on the record?"
Speaker 1,1:10:07,1:10:10,I think it might be more simple.
Speaker 2,1:10:14,1:14:48,"He was not a good fit for Grinnell College to me. He was very much about power and like promoted people around him that weren't really qualified, but people that would kind of do his bidding. He had people that were very, there were some questionable people in student affairs that were working for him that really shouldn't have been in their positions. I believe this is just speaking from my own personal opinion. And he really did not like Georgia, had it in for her and lobbied student government hard. That we were better off without her, and students really should control the program for themselves. And I'm, you know, we've talked about laissez-faire and you know, the Grinnell self-governance is great and everything, and I'm a big believer in that. But I also think that really right now in 2025, after the pandemic, we also see the shortcomings with self government in that as Liev has tried to you know, build the concerts program with Hayden. I also should I mean, Hayden has done amazing stuff with both the radio station and concerts and other things on campus. That with the pandemic, you lost this institutional knowledge, you know, where students pass on relationships with agents, how the program runs, the tradition and everything. People don't get that this was you know, so like when I booked campus at concerts, there was a con- at least one concert every week of the school year. Some weeks we had multiple concerts. I mean we went from relays, which I'm sure you've talked to about people, to my year was the first year of Peace Day, which was short-lived and maybe not the greatest idea. But we had, Friday we had two artists. We had anyway a reggae artist, Pablo Moses and then Skid Roper and Mojo Nixon played outside of Derby. And then the next day we had five people play outside of Derby, you know. So we had seven acts over a weekend. And so, to me, always an important part of the Grinnell tradition was we're not colleges that do like spring bash and spend all your money bringing one act in or something. It's like, no. Grinnell gets bands and in large part or significant part due to Georgia Dentel having connections, we got people on their way. But we're in the middle of Iowa, you know, and if the college wants to keep kids on campus and not going to Iowa City or Des Moines or Chicago or Minneapolis over the weekend. I think the concerts is a great way to keep things going on. So you have the pandemic, you lose that institutional knowledge, you don't have strong advocates in the administration, and then it becomes really hard to rebuild that and kind of recreate that. And the pandemic's a unique thing, but I do think some balance is needed there. You need some, some advocate. And I feel like my knowledge of what's going on now is that the administration actually actively hinders the process and makes it harder to have a good concerts program. I hope things can keep building and students can rebuild it. I mean, I have faith in Grinnell students and everything. But losing someone like Georgia Dentel that had that knowledge and then replacing them who has no passion or background. It's a huge downgrade. So I think Jim Tederman was all about power again, having assistants that weren't qualified. Didn't like Georgia Dentel that she didn't come into the office and all this, whatever his deal was. And so selling people in student government that we'd be better off without her I mean, in this day and age, the college couldn't do it because this was before the Americans with Disability Act. And I mean, clearly, what the college did to her, I feel like I don't know what the terms of her leaving the college were, but I think clearly the motivations and the way they acted violated what would now fall under the ADA. So it was bad. Yeah. And to treat someone who had done so much for the college like that is..."
Speaker 1,1:14:49,1:15:23,"Yeah. I feel like now there's almost I mean, up until this project started two years ago, a year and a half ago, it felt like Georgia Dentel wasn't super, I mean, she was remembered, but not in not to the level that she should have been for all the work that she did for the college. I guess I'm wondering if while you were at Grinnell, there was kind of like a general knowledge of who Georgia was and what she was doing? Or was what she was doing very much on the like on the back end, not super acknowledged by students?"
Speaker 2,1:15:24,1:15:49,"I mean, I think there was awareness of concerts' history and great shows, and you know, it was just kind of this rolling tradition that people would like, what was, I mean, and I mean, you know, there's a lot of this institutional memory now at Grinnell is people like Ron Cooper and Chris Sutliff, if you know them at all. Not Grinnell students, but town people that have been"
Speaker 1,1:15:47,1:15:48,Yes.
Speaker 2,1:15:48,1:17:28,"Involved Ron Cooper worked at the PEC and retired from the PEC and is a huge music fan. Chris Sutliff played in bands with college students, and they've always had friendships with the college students. And I was just there for a union and saw both of them, so they tell amazing stories and would be good, you know, if you want to. I don't know how much knowledge of Georgia Dentel they would have, but just as knowledge of the concerts, they, you know, these, they're town guys that started going to shows when they were just kids. So like The Police played Grinnell with with Ultravox. So like, two amazing bands on one bill. And I forget, I think it was Ron was telling me about going to a house party with Sting at the house party. And this is before The Police had broken and he had no money and he was basically panhandling students at the party asking for money. And then fun finally someone gave him twenty bucks and he he left the party 'cause he had money. Anyway, so awareness of Georgia, there was awareness of these concerts, and I mean, some people I think knew about her, but since she didn't come on campus, definitely the music people. And like I think in every generation, you have people that are more into it than others that worked at the radio station or at the concerts, everything newer, but the general student body probably not so much. And she wasn't like I mean, I think I think those movies did have her name on them when they were in the S&B. Did, is that what you've seen when you've looked at the archives?"
Speaker 1,1:17:28,1:17:33,"Yeah, she would write like articles in the SMB about the things being screened."
Speaker 2,1:17:34,1:17:41,"So some awareness there, but how much people actually track that and then said, oh, this is someone who works for the college, I'm not sure."
Speaker 1,1:17:42,1:18:00,"And then do you remember any I guess what do you remember of kind of the student response? Both like the general public and then like the concerts, students who were involved with concerts when Jim Tederman was kind of making this push to face Georgia."
Speaker 2,1:18:02,1:19:42,"I mean, I think this council's chairs that preceded me were very much on Georgia's side. And you've probably seen I'm kind of embarrassed 'cause I so I was living in San Francisco then when this all went down and wrote a very messy letter to the editor of the S&B because I was just because I was, you know, people were telling me what was going on or sending me S&B articles, and I felt like things were being misrepresented in how in the discussion of it. So I, so I'm kind of embarrassed that stuff like that is I think it's even online. I haven't even looked because I have such bad memories of that it was just something that I'd like hand wrote overnight. I don't even remember how I sent it. It just was all came together very quickly. It was not an edited document kind of thing. So I know other concerts chairs were on Georgia's side, and it was very contentious between myself and student government people at the time, because I felt there was some dishonesty in the discussion of what was going on. That was unfair to Georgia and misrepresented what went on with concerts. And so, as I said before, going to the SGA things, I think I brought a different sensibility. And so, I actually enjoyed going to SGA and kind of calling bullshit where I saw it in student government at the time. But unfortunately, Tedemann was able to win some people over to his view on Georgia and force her out ultimately."
Speaker 1,1:19:42,1:19:54,"So yeah, I definitely read a lot of articles written by students that were anti-Georgia, talking about how she didn't host office hours. Is that something that you remember?"
Speaker 2,1:19:55,1:21:06,"Kind of like this criticism of that. And what office hour? I mean, what what exactly would she have you know done? You know, I mean not sure what responsibilities she would have done beyond the arts programming that we're talking about, that she worked with the students within the self-governance system. So so so to me, she did her job and did it well. Like I said, I feel like she was I was satisfied very satisfied with the success rate she had on pursuing artists that I wanted to book. And I certainly none of the other concert chairs, and I'm good friends with all the concerts chairs that were during my time at Grinnell, they're all people that are friends of mine, and not one of them has ever said anything negative about their experience with Georgia. So I'm not sure. I think it was all manufacturerd. I'm unfortunate, so not to speak ill because some of those student government people are friends of mine now, but I think they were ill-used."
Speaker 1,1:21:08,1:21:18,But there was this kind of narrative push that Georgia was inaccessible to students? And do you think that was like generally a successful that wasn't a perception of the student body?
Speaker 2,1:21:18,1:22:06,"That was a handful of people on student government and and fed by Jim Tederman, I believe. I don't I don't think there was any organic, I mean, you know in my speaking to student government and them asking me what's going on with concerts and everything, I don't remember a single time before this whole push came up to get rid of her that anyone said, why isn't Georgia, why, student government wasn't complaining until this organized push came. It was not an active issue. So I don't think it was a real thing. I mean, if the college had a job description for her, yeah, she was doing her job in my perception."
Speaker 1,1:22:07,1:23:01,"Yeah. Yeah. I mean, anyone, or at least anyone that I've talked to about working with Georgia, they describe her as extraordinarily hardworking, like we'd call them anywhere from 8 am to like 11 pm to talk about concerts. Yeah. Yeah. Um and then, sorry, I had one question that Miles sent me. Let me just pull that up. I think we covered a lot of what I wanted to say. I was wondering if, if you could describe just a little more about the actual mechanics of your job. So how often you discussed with Georgia, how influenced or and how influenced you were by like the overall wants of the student body in terms of concerts versus bringing your own personal opinion."
Speaker 2,1:23:03,1:25:23,"So, I mean, I I would say I spoke with Georgia not every day, but several times a week. And calls tended to be longer, like more than half hour calls.
I'm not a big phone person personally. So I would say a shortcoming as my as concert's chair was that I had pretty strong ideas about what I wanted, and so definitely I had a committee and I listened to them. But I didn't view it as a democratic process. And that was one of the things that was getting raised there was, you know, we need more student input. And then my argument was this is problematic because student bodies' awareness is of more successful acts.
That don't work within kind of this budget definition. They work again if you're doing a big campus party once or twice a year and paying paying, you know, your whole budget there. But if you're booking, you know, I haven't done a tally to see how many artists that you know, but if you're bringing thirty-five, forty artists in during the school year, must have been at least forty artists. Then the number of acts that the general students know is limited. I'd say maybe today with digital communication, maybe there'll be a way of doing more of, but it's but to me it would be tricky because if you create the expectation that you're going to the student body and saying, who do you want here? And then it's like, well it'd be great to bring them, but that would be our whole budget for the year kind of situation. So, and I I mean, my sense is that that was the way concerts chairs did it at the time. And how they would you know, I mean, they would talk to other people and say, Hey, who's good? Who should we bring? Who would be a good relays band? You know, because for relays you want a certain thing, The Replacements was a relay show, obviously. But it was not like. And student government wasn't providing input because those people are generally weren't music people so much. So not discode with them."
Speaker 1,1:25:26,1:25:47,"Yeah, and then I think I've made it through most of my questions. If there's anything that you want to make sure. Like that you don't want left out of this interview, now would be the time to raise it. Any sort of great memories, standout performances, anything like that."
Speaker 2,1:25:48,1:26:36,"I mean, there were just so many great shows and so many I just I mean a lot of focus again since talking with Liev about what she's dealing with is my feeling that the college needs a better understanding of how important concerts are, because to me it's important both for the current student body to make Grinnell a vibrant place. And I love what the college does with like music lessons and all that stuff, I think, is fantastic. And I I love the um the various student concert programs that are going on. Um I don't know how much like the tiny dorm room concerts was a thing. And then what's the other name for the student concerts, student band concerts?"
Speaker 1,1:26:37,1:26:43,I am so horrible with names. This is a bad question to ask me. Miles might be more likely to remember.
Speaker 2,1:26:44,1:26:47,"So I think that stuff is great, but I think"
Speaker 1,1:26:47,1:26:51,"Oh, free sound is the sound something sound, yeah."
Speaker 2,1:26:51,1:26:54,"Yeah, um, yeah, free sound."
Speaker 1,1:26:54,1:26:54,Sorry.
Speaker 2,1:26:55,1:29:03,"Yeah, yeah, so that stuff's great and very important, cultivating that. But I think the college needs to understand that it's important both for that, but then it's also a tie for students like students or alums, excuse me, have both as fond memories of their time there and also, you know, you know, it's something that maybe if good bands are playing at Grinnell and communication communic it's been problematic over the years 'cause like I was living in Minneapolis for a long time, and thought about going down for concerts, but communication was always, you know, inconsistent. Like someone would have an Instagram account or something and then that would go dormant and things like that. But the college wants to sustain relationships with alums, and I think concerts program is part of that, both memories of their experiences as students and, okay, go to Grinnell when it's even when it's not reunion and see a band or something, if this book something, see what student life is now. So I'm frustrated that the college isn't doing enough to cultivate that. Like the budget they have now is, I believe, less than what I had for a full year budget in '87, '88. And obviously, dollars have changed a lot since then and booking prices, especially since the pandemic have changed. So I think the college needs to invest more in that and make it happen. And, and I don't know if you can have a Georgia Dentel, but as close as possible to a Georgia Dentel, someone that can help students. So allow self governance, but inform them and bring some real knowledge of the industry to it. So so to me, the yeah, the focus would just be on the future of the program. Making sure it's vital going forwards. Yeah. But I think I talked about I don't, yeah."
Speaker 1,1:29:04,1:29:18,"As a closing question, I was just wondering if you believe that your time working on concerts or with Georgia or even on the film committee or KDIC has had, like, what influence that has had on your future career and your time posing now?"
Speaker 2,1:29:21,1:31:35,"I mean, like I said, so I did work in music and the arts. And when I applied to law school, I wrote my essay about working with musicians and kind of from a perspective of helping artists that have been wronged by the industry and everything. So I think that it was formative in some sense in that. In my day-to-day work now, I'm not working with our I guess I do still work with some musicians and a friend who has a record label, I do his legal work for him. So I do that on essentially a pro bono basis for some people. So I do it on a limited basis now. But I think it was formative and just comp the confidence that I can do this, run this, which enabled me to though go and then run the Fitzgerald Theater and program arts there and kind of have confidence in my ability to put together a balanced and interesting program of performances in that sense. In some ways, I'd still like to be doing that. But also when I look at I mean, I go to concerts a lot now, and it's a really a difficult time because touring expenses have gone up, venues, alcohol revenues are people don't drink as much as they do anymore. So the economics are really difficult because I see, especially for bands on the kind of the not established end of the scale. You're seeing I still see tickets for fifteen, twenty five dollars. And it's like, how does a touring band get paid out of this if the venue since everybody's since marijuana's legal and people are doing other things and not drinking at shows, make the economics work. Got merch and things like that. But anyway, it's a tough, tough place to be right now. So I'm not sure I at the end want to be in that business right now. Yeah."
Speaker 1,1:31:36,1:31:47,"All right. Well, thank you so much for your participation. Yeah, I think we should be good to end this recording."
,,,
,,,
