Speaker;Start Timestamp;End Timestamp;Transcript
";33:47;34:02;""And that's about it. I remember taking road trips to Marshall town or going to rag stock in Iowa city. So the town and the college wasn't"," I don't think."""
";34:06;34:11;""It was on the best terms. I don't"," I don't ever. Um."""
";34:11;34:14;""It was the 1st place I was called the N word."""
";34:14;34:16;""One of the 1st places."""
";34:16;34:18;""By a townie as I was walking."""
";34:18;34:21;""Um"," into town."""
";34:21;34:24;""But I never felt unsafe there though."""
";34:24;34:28;""I never felt unsafe in Grinnell"," but I don't think it was the greatest."""
";34:28;34:38;""Yeah", no, I mean just scanning through the just scanning through the S and B's at that time. I mean," I think you can definitely."""
";34:38;34:44;""Can definitely see that. But", you know, I think I just think that," you know."""
";34:44;34:53;""I don't know having having an institution like having an institution like Grinnell in a city like Grinnell is bound to cause", you know," some sort of."""
";34:53;34:56;""There's always going to be there's always going to be that divide. Right."""
";34:56;34:58;""Oh"," absolutely. Absolutely."""
";34:58;35:02;""But as I said", I don't," I've never felt unsafe there."""
";35:02;35:05;""But I know it wasn't greatest."""
";35:05;35:14;""Actually", I feel when I go back now, I feel," I feel like it's better for some reason."""
";35:14;35:22;""And I don't know", maybe I'm just older and, and, and walking slower, but I don't know how it is for the kids now," but."""
";35:22;35:23;""I don't know."""
";35:23;35:26;""Yeah", we've had a couple," we've had a couple of incidents."""
";35:26;35:31;""Just with just with", you know, racism in general, from the," from that."""
";35:31;35:34;""I was in an alumni group."""
";35:34;35:36;""We were talking about that."""
";35:36;35:51;""Yeah", which is that's unfortunate. I do think that the general sort of, I, I, you know, I, I think there's, there's a, you know, like I said, you know, like you said, I
think there's going to be that divide in general, but I also think that, you know," music and these sort of public events as a whole can do a large part to sort of."""
";35:51;35:55;""bring that divide together. I mean"," you mentioned."""
";35:55;36:00;""Count Basie", right? The orchestra, you know, everybody knew who he was. And so they were, you know," the town community was showing up as well as."""
";36:00;36:09;""Absolutely. I think", um, because when things like that happened, it would absolutely bring the," the out together."""
";36:09;36:16;""because", um," it would be a time when the walls will come down and people."""
";36:16;36:20;""Would just be there to", you know," to enjoy the culture."""
";36:20;36:23;""So it was definitely a uniting thing."""
";36:23;36:30;""Totally. Okay. I mean", I don't think I don't have anything else. Jackie," do you have anything else? Are we all good?"""
";36:30;36:43;""Uh", I don't really think I have anything else just besides adding that. Yeah, the most, uh," townspeople. I think I've ever seen on campus at 1 time was the."""
";36:43;36:46;""Slopeful concert this past spring. So"," uh."""
";36:46;36:51;""Uh", yeah," credit credit to you Hayden for that 1. I guess."""
";36:51;36:57;""All right", perfect. Well, I think I thank you so much for this. This was, this was been a," this has been a pleasure."""
";36:57;36:59;""And to me"," though."""
";36:59;37:01;""I love to see that website."""
";37:01;37:06;""Totally. We will follow up. So I'll follow up with the link to the website as well as Jackie will follow up."""
";37:06;37:12;""We'll follow up with a electronically signable PDF. So that can be easy and then we'll take care of that."""
";37:12;37:14;""Perfect. Thank you so much."""
";37:14;37:16;""All right. Thank you so much. Have a good rest of your day."""
";37:16;37:18;""Bye bye."""
";37:18;37:19;""Bye bye."""
";37:19;37:49;""Thank you."""
